,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count,Cuisines
135,16571855,Matteo's Restaurant,Fitzroy North,"533, Brunswick Street, Fitzroy North, Melbourne",Melbourne,-37.7911649575,144.9795908108,4,280,4.7,Excellent,755,262,"Asian, Fusion"
136,16571541,Il Bacaro Cucina e Bar,CBD,"168-170 Little Collins Street, CBD, Melbourne",Melbourne,-37.813918957199995,144.9680127204,4,200,4.7,Excellent,682,219,Italian
137,16572845,Pho Hung Vuong Saigon,Footscray,"128 Hopkins Street, Footscray, Melbourne",Melbourne,-37.799815922,144.900650382,2,40,4.7,Excellent,1102,362,"Vietnamese, Pho"
138,16573923,Aoba,Malvern,"279 Glenferrie Road, Malvern, Melbourne",Melbourne,-37.856986727199995,145.02913858739998,3,50,4.7,Excellent,637,194,Japanese
139,16577899,Myong Tofu,Flemington,"314 Racecourse Road, Flemington, Melbourne",Melbourne,-37.7881076154,144.9302398413,3,70,4.7,Excellent,694,312,"Malaysian, Chinese"
140,16570683,A1 Bakery,Brunswick,"643-645 Sydney Road, Brunswick, Melbourne",Melbourne,-37.762039427800005,144.9628776312,2,30,4.7,Excellent,916,248,"Bakery, Middle Eastern"
141,16570691,The Abyssinian,Flemington,"277 Racecourse Road, Flemington, Melbourne",Melbourne,-37.7885320846,144.93183877319998,3,60,4.7,Excellent,632,201,"African, Ethiopian"
142,16574463,Katik Take Away Food,Campbellfield,"349 Barry Road, Campbellfield, Melbourne, VIC",Melbourne,-37.6668740186,144.9482334405,2,40,4.7,Excellent,284,109,"Middle Eastern, Turkish"
143,16573158,Fresh Chilli Thai Restaurant,Laverton,"Shop 11, 5 Aviation Road, Laverton, Melbourne",Melbourne,-37.8674385462,144.761923179,3,60,4.7,Excellent,464,193,"Asian, Thai"
144,16577492,Chin Chin,CBD,"125 Flinders Lane, CBD, Melbourne",Melbourne,-37.8155645773,144.9703757465,4,135,4.6,Excellent,10758,3205,"Thai, Asian Fusion"
145,16578345,San Telmo,CBD,"14 Meyers Place, CBD, Melbourne",Melbourne,-37.8122960798,144.9723887444,4,120,4.6,Excellent,2377,769,Steak
146,18584637,Dodee Paidang,CBD,"Basement, 353 Equitable Place, CBD, Melbourne",Melbourne,-37.8157595172,144.9631257355,3,75,4.6,Excellent,1284,466,Thai
147,16572269,Sakura Kaiten Sushi,CBD,"61 Little Collins Street, CBD, Melbourne",Melbourne,-37.812892843,144.9717513844,3,60,4.6,Excellent,1853,435,"Sushi, Japanese"
148,16573473,Peko Peko,South Melbourne,"190 Wells Street, South Melbourne, Melbourne",Melbourne,-37.8318858285,144.9697920308,3,50,4.6,Excellent,1987,513,"Taiwanese, Japanese, Asian"
149,16572962,+39 Pizzeria,CBD,"362 Little Bourke Street, CBD, Melbourne",Melbourne,-37.8134906609,144.9618449807,4,100,4.6,Excellent,2701,807,"Pizza, Italian"
150,16571628,Kenzan Japanese,Collins Place,"Collins Place, Lower Ground Level, 45 Collins Street, CBD, Melbourne",Melbourne,-37.814630395100004,144.9727967754,4,160,4.6,Excellent,964,262,"Japanese, Sushi"
151,16571240,DOC Pizza & Mozzarella Bar - Carlton,Carlton,"295 Drummond Street, Carlton, Melbourne",Melbourne,-37.7989620774,144.9685729668,3,70,4.6,Excellent,3658,921,"Italian, Pizza"
152,16579873,Shimbashi Soba & Sake Bar,CBD,"17 Liverpool Street, CBD, Melbourne",Melbourne,-37.8113361629,144.9714006856,3,55,4.6,Excellent,1085,366,"Japanese, Tapas"
153,16573419,Coda,CBD,"Entrance at Oliver Lane, Basement, 141 Flinders Lane, CBD, Melbourne",Melbourne,-37.8158217601,144.9699640274,4,145,4.6,Excellent,1987,563,"Asian, Fusion"
154,16576154,Naked For Satan,Fitzroy,"285 Brunswick Street, Fitzroy, Melbourne",Melbourne,-37.7987986192,144.9783268198,3,80,4.6,Excellent,4560,875,Bar Food
155,16576477,Purple Peanuts Japanese Cafe,CBD,"620 Collins Street, CBD, Melbourne",Melbourne,-37.8188464377,144.9545490369,2,40,4.6,Excellent,2146,491,"Japanese, Sushi"
156,16574121,Don Don,CBD,"198 Little Lonsdale Street, CBD, Melbourne",Melbourne,-37.8107603127,144.9635954574,2,30,4.6,Excellent,3166,693,"Japanese, Asian"
157,16575158,Yong Green Food,Fitzroy,"421 Brunswick Street, Fitzroy, Melbourne",Melbourne,-37.7943851114,144.9790513516,3,90,4.6,Excellent,1797,444,"Asian, Vegan, Vegetarian"
158,16585319,Pastuso,CBD,"19 ACDC Lane, CBD, Melbourne",Melbourne,-37.8158421546,144.97104328129998,4,125,4.6,Excellent,998,442,"Latin American, Peruvian"
159,16581307,Tonka,CBD,"20 Duckboard, CBD, Melbourne",Melbourne,-37.8157052201,144.9714006856,4,145,4.6,Excellent,1170,444,"Indian, Contemporary"
160,16571931,Moroccan Soup Bar,Fitzroy North,"183 St Georges Road, Fitzroy North, Melbourne",Melbourne,-37.7848848031,144.98235382139998,2,40,4.6,Excellent,2253,457,"Middle Eastern, Moroccan, Vegetarian, Vegan"
161,16574218,BrimCC,CBD,"Shop 2, 601 Little Collins Street, CBD, Melbourne",Melbourne,-37.8178720389,144.9548001587,2,40,4.6,Excellent,791,208,Japanese
162,18235287,Amaru,Armadale,"Shop 5, 1121 High Street, Armadale, Melbourne",Melbourne,-37.855971535900004,145.02494327719998,4,450,4.6,Excellent,331,126,Contemporary
163,16570741,Añada,Fitzroy,"197 Gertrude Street, Fitzroy, Melbourne",Melbourne,-37.8060918933,144.9811686203,4,110,4.6,Excellent,1233,374,"Spanish, Tapas"
164,16573049,Oasis,Hughesdale & Murrumbeena,"Shop 9, 993 North Road, Hughesdale & Murrumbeena, Melbourne",Melbourne,-37.907391712199995,145.0701498985,3,55,4.6,Excellent,1260,458,"Bakery, Middle Eastern, Cafe Food, Coffee and Tea"
165,16570811,Bar Lourinhã,CBD,"37 Little Collins Street, CBD, Melbourne",Melbourne,-37.8127039877,144.97247390450002,4,120,4.6,Excellent,1483,274,"Spanish, Tapas"
166,16576185,Steer Dining Room,South Yarra,"15 Claremont Street, South Yarra, Melbourne",Melbourne,-37.8377068228,144.99366000290001,4,220,4.6,Excellent,1057,395,"Modern Australian, Steak"
167,16571353,Flower Drum,CBD,"17 Market Lane, CBD, Melbourne",Melbourne,-37.8119273715,144.9692998454,4,200,4.6,Excellent,1191,392,Chinese
168,16570927,Breizoz French Creperie,Fitzroy,"Corner Gertrude & Brunswick Streets, Fitzroy, Melbourne",Melbourne,-37.8057816968,144.9767872319,3,50,4.6,Excellent,813,227,"Crepes, Desserts, Cafe Food"
169,16571552,Il Solito Posto,CBD,"Basement, 113 Collins Street, CBD, Melbourne",Melbourne,-37.8149206895,144.9702775106,4,110,4.6,Excellent,1171,287,Italian
170,16571254,Donovans,St Kilda,"40 Jacka Boulevard, St Kilda, Melbourne, VIC",Melbourne,-37.8685443628,144.97520472850002,4,190,4.6,Excellent,1181,316,Modern Australian
171,16574137,Tsukiji,Prahran,"237 High Street, Prahran, Melbourne, VIC",Melbourne,-37.852136713200004,144.9958755076,3,60,4.6,Excellent,504,178,"Japanese, Sushi"
172,16582125,Tuck Shop Take Away,Caulfield,"273 Hawthorn Road, Caulfield North, Melbourne",Melbourne,-37.879972897399995,145.0234006718,2,40,4.6,Excellent,987,378,Burger
173,16571718,Lau's Family Kitchen,St Kilda,"4 Acland Street, St Kilda, Melbourne, VIC",Melbourne,-37.8626445412,144.9744815379,4,170,4.6,Excellent,905,250,"Asian, Chinese"
174,16578365,Ziggy's Eatery,Balaclava,"195 Carlisle Street, Balaclava, Melbourne, VIC",Melbourne,-37.8690022475,144.99348968270002,3,50,4.6,Excellent,768,346,"American, Burger"
175,16572727,MoVida Next Door,CBD,"164 Flinders Street, CBD, Melbourne",Melbourne,-37.8168001589,144.9692291021,3,90,4.6,Excellent,1181,276,"Spanish, Tapas"
176,16571873,The Melbourne Supper Club,CBD,"Level 1, 161 Spring Street, CBD, Melbourne",Melbourne,-37.810870503400004,144.9726562947,3,90,4.6,Excellent,958,187,Modern European
177,16571591,Teppanyaki Inn,CBD,"182 Collins Street, CBD, Melbourne",Melbourne,-37.8148928785,144.9675885961,4,160,4.6,Excellent,459,124,"Japanese, Teppanyaki"
178,16576637,Byblos,"World Trade Centre, Docklands","World Trade Centre, 18-38 Siddeley Street, Docklands, Melbourne",Melbourne,-37.823292382800005,144.9535807595,4,120,4.6,Excellent,653,271,"Mediterranean, Middle Eastern, Lebanese"
179,16573379,Dandenong Pavilion,Dandenong,"55-61A Princes Highway, Dandenong, Melbourne",Melbourne,-37.9820749677,145.2107063681,4,100,4.6,Excellent,1174,503,"Modern Australian, Burger"
180,16580785,Blu by Australian Seafood Fish & Chippery,Coburg,"146 Gaffney Street, Coburg, Melbourne",Melbourne,-37.7328337482,144.954095073,2,40,4.6,Excellent,599,280,"Fish and Chips, Seafood"
181,16580700,Spring Street Grocer,CBD,"157 Spring Street, CBD, Melbourne",Melbourne,-37.811047973499996,144.9726968631,1,25,4.6,Excellent,589,181,"Ice Cream, Cafe Food"
182,16571132,Cicciolina,St Kilda,"130 Acland Street, St Kilda, Melbourne, VIC",Melbourne,-37.868702902399995,144.9799532443,4,120,4.6,Excellent,1361,315,"Italian, Modern Australian"
183,16571105,Chez Olivier - Le Bistro,South Yarra,"268 Toorak Road, South Yarra, Melbourne ",Melbourne,-37.8396892401,144.9962962791,4,150,4.6,Excellent,748,284,French
184,16575612,Umberto Espresso Bar,Thornbury,"822 High Street, Thornbury, Melbourne",Melbourne,-37.7533782094,145.0017311052,3,90,4.6,Excellent,694,239,"Italian, Cafe Food"
185,16571439,The Grand Richmond,Richmond,"333 Burnley Street, Richmond, Melbourne, VIC",Melbourne,-37.8247253994,145.00751797110001,4,150,4.6,Excellent,695,310,"Italian, Pub Food"
186,16571958,Napier Hotel,Fitzroy,"210 Napier Street, Fitzroy, Melbourne",Melbourne,-37.8017882308,144.98029053209999,3,80,4.6,Excellent,1006,252,"Pub Food, Modern Australian"
187,16576707,Sumalee,Bentleigh,"260 Centre Road, Bentleigh, Melbourne",Melbourne,-37.917646734899996,145.03096316010001,3,60,4.6,Excellent,508,190,Thai
188,16581751,O.MY,Beaconsfield,"19 Woods Street, Beaconsfield, Melbourne",Melbourne,-38.046233871999995,145.36747477950001,4,300,4.6,Excellent,346,177,Australian
189,16573491,Demitri's Feast,Richmond,"141 Swan Street, Richmond, Melbourne, VIC",Melbourne,-37.825398862600004,144.99595128,3,55,4.6,Excellent,651,186,"Greek, Grill"
190,16571138,City Wine Shop,CBD,"159 Spring Street, CBD, Melbourne",Melbourne,-37.8109287772,144.97271966190002,3,80,4.6,Excellent,556,155,European
191,16580639,Yokoso Izakaya,Moonee Ponds,"702 Mount Alexander Road, Moonee Ponds, Melbourne, VIC",Melbourne,-37.7685367301,144.92546617989998,3,80,4.6,Excellent,511,169,"Japanese, Sushi"
192,16578238,The Moor's Head,Thornbury,"Rear 774 High Street, Thornbury, Melbourne",Melbourne,-37.7548170889,145.0017884374,3,90,4.6,Excellent,607,176,"Middle Eastern, Pizza"
193,16572722,Sette Bello,Glen Waverley,"540 Springvale Road, Glen Waverley, Melbourne",Melbourne,-37.9020405141,145.16232300549999,4,150,4.6,Excellent,621,249,Italian
194,16571200,Da Noi,South Yarra,"95 Toorak Road, South Yarra, Melbourne",Melbourne,-37.8386687798,144.98964473610002,4,120,4.6,Excellent,501,166,"Italian, Mediterranean"
195,16575224,Khao San Road,Moonee Ponds,"696 Mount Alexander Road, Moonee Ponds, Melbourne, VIC",Melbourne,-37.7686936294,144.9255268648,3,90,4.6,Excellent,586,216,Thai
196,18756821,Lanzhou Beef Noodle Bar,"The Glen, Glen Waverley","The Glen, Ground Floor, G050, 235 Springvale Rd, Glen Waverley",Melbourne,-37.8746339972,145.1660425589,2,40,4.6,Excellent,1462,1053,"Chinese, Fast Food"
197,19245843,Lanzhou Beef Noodle Bar,"Chadstone Shopping Centre, Chadstone","Chadstone Shopping Centre, Ground Level, Shop F021, 1341 Dandenong Road, Chadstone, Melbourne",Melbourne,-37.8873994489,145.0839448348,2,40,4.6,Excellent,1108,934,"Chinese, Fast Food"
198,16582254,Afghan Rahimi Restaurant,Dandenong,"23-29 Walker Street,   Dandenong, Dandenong, Melbourne",Melbourne,-37.9882064699,145.2118171379,3,80,4.6,Excellent,450,293,"Middle Eastern, Afghan"
199,16573607,Brown Rice,Aspendale & Chelsea,"249 Nepean Highway, Edithvale, Melbourne",Melbourne,-38.0373443455,145.1076672971,2,40,4.6,Excellent,348,150,Thai
200,16593535,Rogue Bistro,Newstead,"14 Austin Street, Newstead, Brisbane",Brisbane,-27.4458944148,153.0443733931,4,140,4.9,Excellent,491,205,Modern Australian
201,16595540,Julius Pizzeria,South Brisbane,"77 Grey Street, South Brisbane, Brisbane",Brisbane,-27.473622216,153.01796201620002,3,80,4.9,Excellent,493,181,"Pizza, Italian"
202,16590678,Oishii Sushi Bar,Sunnybank Hills,"Shop 2, 70 Pinelands Road, Sunnybank Hills, Brisbane",Brisbane,-27.591067612800003,153.0605843291,2,40,4.8,Excellent,720,192,"Japanese, Sushi"
203,16590663,Grill'd - Rosalie,Rosalie Village,"Rosalie Village, Shop 19, 21 Nash Street, Paddington, Brisbane",Brisbane,-27.4654874434,152.9970585555,2,40,4.8,Excellent,263,55,Burger
204,16594075,Bird's Nest Yakitori,South Brisbane,"Shop 5, 220 Melbourne Street, South Brisbane, Brisbane",Brisbane,-27.4769737009,153.0130639672,3,80,4.7,Excellent,490,188,"Asian, Japanese, Tapas"
205,16591194,Hosokawa Japanese Restaurant,Hamilton,"Shop 3, 53 Racecourse Road, Hamilton, Brisbane",Brisbane,-27.437400521999997,153.06509345770002,3,60,4.7,Excellent,600,189,"Japanese, Sushi"
206,16592896,Gerard's Bistro,Fortitude Valley,"Shop 14, 15 James Street, Fortitude Valley, Brisbane",Brisbane,-27.4565996683,153.0390626192,4,200,4.7,Excellent,637,276,Middle Eastern
207,16592889,Nonbei Sake Bar & BBQ,Fortitude Valley,"624 Ann Street, Fortitude Valley, Brisbane",Brisbane,-27.4591683461,153.0340515822,3,80,4.7,Excellent,218,72,"Japanese, BBQ"
208,16589882,85 Miskin St,Toowong,"85 Miskin Street, Toowong, Brisbane",Brisbane,-27.4855121347,152.9835925251,4,200,4.7,Excellent,308,138,"French, Modern Australian"
209,16590137,Zum Kaiser,Woolloongabba,"416 Vulture Street, Woolloongabba, Brisbane",Brisbane,-27.484476766700002,153.03686253729998,3,60,4.7,Excellent,296,83,German
210,16590773,Just Poppy's,Riverhills Plaza,"Riverhills Plaza, Shop 4, 20 Bogong Street, Riverhills, Brisbane",Brisbane,-27.5591731477,152.9115537554,2,40,4.7,Excellent,368,137,Burger
211,16592335,The Scratch,Milton,"Shop 8, 1 Park Road, Milton, Brisbane",Brisbane,-27.4702608125,153.0044567585,3,60,4.7,Excellent,174,42,Bar Food
212,16590399,Sono Japanese Restaurant,Portside Wharf,"39 Hercules Street, Hamilton, Brisbane",Brisbane,-27.4413863,153.0699512735,4,150,4.6,Excellent,1082,312,"Japanese, Sushi"
213,16591972,Malt Dining,Brisbane CBD,"28 Market Street, Brisbane CBD, Brisbane",Brisbane,-27.4695775129,153.029649742,4,140,4.6,Excellent,785,270,Modern Australian
214,16594733,Naïm,Paddington,"14 Collingwood Street, Paddington, Brisbane",Brisbane,-27.458371925500003,152.9945708066,3,60,4.6,Excellent,729,258,"Middle Eastern, Cafe Food, Salad"
215,16590549,Sushi Kotobuki,East Brisbane,"53 Lytton Road, East Brisbane, Brisbane",Brisbane,-27.4796290564,153.0441866443,2,40,4.6,Excellent,732,214,"Asian, Japanese, Sushi"
216,16589840,Beccofino,Teneriffe,"10 Vernon Terrace, Teneriffe, Brisbane",Brisbane,-27.4559799517,153.0497834086,3,90,4.6,Excellent,788,239,"Italian, Pizza"
217,16590241,Montrachet,Bowen Hills,"Shop 1, 30 King Street, Bowen Hills, Brisbane",Brisbane,-27.4525400595,153.0336703733,4,200,4.6,Excellent,618,187,French
218,16592501,Public,400 George,"400 George, Level 1, 400 George Street, Brisbane CBD, Brisbane",Brisbane,-27.468992079099998,153.0211672559,4,155,4.6,Excellent,498,183,"Tapas, Contemporary"
219,16591503,Ristorante Tartufo,Emporium - Fortitude Valley,"Emporium, 1000 Ann Street, Fortitude Valley, Brisbane",Brisbane,-27.4527141096,153.0394512042,4,170,4.6,Excellent,472,205,"Italian, Pizza"
220,16591304,Hakataya Ramen,Sunnybank Plaza,"Sunnybank Plaza, Shop 27B, 358 Mains Road, Sunnybank, Brisbane",Brisbane,-27.571057683499998,153.06287091229999,2,40,4.6,Excellent,431,133,"Japanese, Ramen"
221,16590071,Grappino Trattoria Italian Restaurant,Paddington,"226 Given Terrace, Paddington, Brisbane",Brisbane,-27.4620588552,153.00555512309998,4,100,4.6,Excellent,270,98,Italian
222,16589963,Continental Cafe,New Farm,"21 Barker Street, New Farm, Brisbane",Brisbane,-27.465236364299997,153.0430386588,4,125,4.6,Excellent,261,76,European
223,16589959,Cinco Bistro,Camp Hill,"589 Old Cleveland Road, Camp Hill, Brisbane",Brisbane,-27.493241246900002,153.0767312273,4,100,4.6,Excellent,223,89,"Italian, Pizza, Modern Australian"
224,16593582,Rice Paper Vietnamese Cuisine,Warrigal Square Shopping Centre,"Warrigal Square Shopping Centre, 261 Warrigal Road, Eight Mile Plains, Brisbane",Brisbane,-27.5898644575,153.0870761722,2,40,4.6,Excellent,174,76,"Vietnamese, Salad"
225,16593627,Mamak Tandoori House,Camp Hill Marketplace,"Camp Hill Marketplace, Shop 6, 25 Samuel Street, Camp Hill, Brisbane",Brisbane,-27.500617407600004,153.0766705424,2,43,4.6,Excellent,145,75,"Indian, Malaysian"
226,16592529,De Pascale,Chermside,"Corner Kittyhawk Drive & Way Street, Chermside, Brisbane",Brisbane,-27.3851311173,153.0347134173,2,40,4.6,Excellent,142,66,"Pizza, Italian"
227,16591325,Sushi Train,Indooroopilly Junction,"Indooroopilly Junction, Shop 2, 100 Coonan Street, Indooroopilly, Brisbane",Brisbane,-27.5011473587,152.97597438100001,2,40,4.6,Excellent,198,53,"Sushi, Japanese"
228,16589792,Amphora,St Lucia,"36 Hawken Drive, St Lucia, Brisbane",Brisbane,-27.5018182695,152.9966890812,3,80,4.6,Excellent,92,36,Mediterranean
229,16590496,The Verve Italian Steakhouse,Brisbane CBD,"Level 1, Hotel Orient, 560 Queens St Brisbane, Brisbane CBD, Brisbane",Brisbane,-27.462654,153.031031,3,90,4.5,Excellent,997,256,"Italian, Pizza"
230,16589856,Bishamon Japanese,Spring Hill,"500 Boundary Street, Spring Hill, Brisbane",Brisbane,-27.4611232263,153.0226696283,3,60,4.5,Excellent,460,118,"Asian, Japanese, Sushi"
231,16590589,Siam Samrarn,South Brisbane,"The Markets, Shop 1, 69-79 Boundary Street, South Brisbane, Brisbane",Brisbane,-27.4765477434,153.0123149604,3,60,4.5,Excellent,451,145,Thai
232,16590314,Quan Thanh,West End,"Shop 1, 75 Hardgrave Road, West End, Brisbane",Brisbane,-27.482728426999998,153.0068854988,2,50,4.5,Excellent,613,204,"Vietnamese, Chinese, Malaysian, Salad"
233,16589993,E'cco Bistro,Newstead,"63 Skyring Terrace, Newstead, Brisbane",Brisbane,-27.450327368499998,153.0439962074,4,165,4.5,Excellent,628,196,Modern Australian
234,16593080,Tippler's Tap,eat South Bank,"eat South Bank, Shop 5, 182 Grey Street, South Bank, Brisbane",Brisbane,-27.4802539941,153.0232060701,2,50,4.5,Excellent,444,141,American
235,16589924,Caravanserai,West End,"1 Dornoch Terrace, West End, Brisbane",Brisbane,-27.486802985,153.0063446984,2,50,4.5,Excellent,529,169,"Middle Eastern, Turkish, Vegetarian"
236,16592593,The Bun Mobile,Brisbane CBD,"Location Varies, Brisbane, QLD",Brisbane,-27.4685625211,153.0245287344,2,30,4.5,Excellent,730,183,"Asian, Burger"
237,16590177,Lefkas Taverna,West End,"170 Hardgrave Road, West End, Brisbane",Brisbane,-27.4864746227,153.0061807483,3,80,4.5,Excellent,576,193,"Greek, Mediterranean, Salad"
238,16594784,BlackBird Bar & Grill,Riverside Centre,"Riverside Centre, 123 Eagle Street, Brisbane CBD, Brisbane",Brisbane,-27.4674231727,153.0309107155,4,120,4.5,Excellent,268,119,"Modern Australian, Grill"
239,16590106,Il Centro,Eagle Street Pier,"Eagle Street Pier, 45 Eagle Street, Brisbane CBD, Brisbane",Brisbane,-27.469672705100002,153.0306056142,4,120,4.5,Excellent,442,171,Italian
240,16594637,John Mills Himself,Brisbane CBD,"40 Charlotte Street, Brisbane CBD, Brisbane",Brisbane,-27.4720120273,153.0262658,1,20,4.5,Excellent,190,62,"Cafe Food, Beverages"
241,16590231,Mizu,Teneriffe,"2 Macquarie Street, Teneriffe, Brisbane",Brisbane,-27.4624667215,153.0504586548,3,80,4.5,Excellent,364,116,Japanese
242,16590383,Sing's Asian Kitchen,Rosalie Village,"Rosalie Village, 5 Nash Street, Paddington, Brisbane",Brisbane,-27.4661454821,152.9975718632,2,55,4.5,Excellent,558,133,Asian
243,16590502,Vine,New Farm,"158 Moray Street, New Farm, Brisbane",Brisbane,-27.4707932894,153.0437762663,4,100,4.5,Excellent,325,128,Italian
244,16590203,Lychee Lounge,West End,"Shop 2/94, Boundary Street, West End, Brisbane",Brisbane,-27.4784252754,153.012596257,3,70,4.5,Excellent,297,75,"Bar Food, Tapas"
245,16595284,Kinn Thai,Westfield Garden City,"Westfield Garden City, Level 2, Logan Road and Kessels Road, Upper Mount Gravatt, Brisbane",Brisbane,-27.5621041282,153.0801061168,3,60,4.5,Excellent,337,162,"Thai, Salad"
246,16593841,Black Hide Steakhouse,Petrie Terrace,"36 Caxton Street, Petrie Terrace, Brisbane",Brisbane,-27.464782695,153.0128758773,4,100,4.5,Excellent,160,72,Steak
247,16591608,Kingsfood Sunnybank,Market Square Sunnybank,"Market Square, 341 Mains Road, Sunnybank, Brisbane",Brisbane,-27.5726750412,153.0653167516,3,60,4.5,Excellent,342,160,Chinese
248,16590857,Tan Thanh Vietnamese,Inala Civic Centre,"Shop 16, 57 Corsair Avenue, Inala, Brisbane",Brisbane,-27.5992745089,152.9741843417,2,50,4.5,Excellent,313,137,Vietnamese
249,16590135,Kadoya,Brisbane CBD,"73 Mary Street, Brisbane CBD, Brisbane",Brisbane,-27.4721571921,153.0277892947,2,35,4.5,Excellent,272,72,Japanese
250,16594407,DA'Burger,New Farm,"876 Brunswick Street, New Farm, Brisbane",Brisbane,-27.4669457138,153.0467655882,2,45,4.5,Excellent,358,171,Burger
251,16590249,My Thai Restaurant,Auchenflower,"113 Haig Road, Auchenflower, Brisbane",Brisbane,-27.4705514441,152.9958173633,3,70,4.5,Excellent,371,90,Thai
252,16591575,Just Soy Cafe,Sunnybank Hills,"Pacific Centre, Shop 1, 8 Lear Street, Sunnybank Hills, Brisbane",Brisbane,-27.6101802317,153.0542402342,1,20,4.5,Excellent,237,76,"Desserts, Asian"
253,16591265,Sakura Japanese Runcorn,Runcorn,"Shop 8, 957 Beenleigh Road, Runcorn, Brisbane",Brisbane,-27.5965750962,153.0732748658,2,40,4.5,Excellent,200,60,"Japanese, Sushi"
254,16589781,A Night in India,Toowong,"Shop 3, 58 High Street, Toowong, Brisbane",Brisbane,-27.4868815063,152.9912126809,3,60,4.5,Excellent,317,104,Indian
255,16590651,Fresh Sushi Co,James Street Market,"James Street Market, 22 James Street, Fortitude Valley, Brisbane",Brisbane,-27.4562426548,153.0404251814,2,40,4.5,Excellent,165,64,Seafood
256,16591929,DannyBoys,Kelvin Grove,"88 Musk Avenue, Kelvin Grove, Brisbane",Brisbane,-27.4528357957,153.0147675052,2,30,4.5,Excellent,220,113,"American, Sandwich"
257,16590257,No No's,Red Hill,"158 Musgrave Road, Red Hill, Brisbane",Brisbane,-27.455276630100002,153.0066166073,2,40,4.5,Excellent,172,65,"Middle Eastern, Lebanese"
258,16593777,Sushi Edo,Newmarket Village,"Reading Newmarket Shopping Centre, 400 Newmarket Road, Newmarket, Brisbane",Brisbane,-27.4381759672,153.0080981925,2,30,4.5,Excellent,232,88,"Sushi, Japanese"
259,16590875,Curryville Indian Restaurant,Morningside,"629 Wynnum Road, Morningside, Brisbane",Brisbane,-27.4678206073,153.07275351139998,3,60,4.5,Excellent,233,115,Indian
260,16591457,Siam Sensations,Nundah,"Shop 2, 1208 Sandgate Road, Nundah, Brisbane",Brisbane,-27.402637366799997,153.06051325049998,3,60,4.5,Excellent,196,76,Thai
261,16590839,Carraway Pier,Kelvin Grove,"The Village Centre, Shop 17, 8 Carraway Street, Kelvin Grove, Brisbane",Brisbane,-27.4546393526,153.01475375889999,2,30,4.5,Excellent,144,38,"Fish and Chips, Burger"
262,16591120,Indian Mehfil,Ipswich,"116A Brisbane Street, Ipswich, Brisbane",Brisbane,-27.614614289299997,152.7594771981,2,50,4.5,Excellent,151,76,Indian
263,16591642,Sushi Train,Carseldine Central Shopping Centre,"Carseldine Central Shopping Centre, Shop 5, 735 Beams Road, Carseldine, Brisbane",Brisbane,-27.3454749898,153.0120494217,2,40,4.5,Excellent,128,51,"Sushi, Japanese"
264,16590758,Madtongsan II,Brisbane CBD,"Shop 1, 85 Elizabeth Street, Brisbane CBD, Brisbane",Brisbane,-27.471496214600002,153.0253340676,3,60,4.4,Very Good,672,189,Korean
265,16591388,Lady Marmalade Cafe,Greenslopes,"Shop A, 269 Logan Road, Stones Corner, Brisbane",Brisbane,-27.498883599299997,153.04342020299998,2,50,4.4,Very Good,621,242,"Cafe Food, Coffee and Tea"
266,16592679,Pawpaw,East Brisbane,"898 Stanley Street, East Brisbane, Brisbane",Brisbane,-27.4872164109,153.0410243198,2,50,4.4,Very Good,801,295,"Healthy Food, Asian"
267,16592585,The Burrow,West End,"52 Russell Street, West End, Brisbane",Brisbane,-27.479576110500002,153.0125429481,3,60,4.4,Very Good,1012,305,Pizza
268,16590994,Little Greek Taverna,West End,"Shop 5, 1 Browning Street, West End, Brisbane",Brisbane,-27.4774948421,153.0127330497,3,60,4.4,Very Good,1150,397,"Mediterranean, Greek, Salad"
269,17841502,Sushi Edo,Brisbane CBD,"153 Elizabeth Street, Brisbane CBD, Brisbane",Brisbane,-27.4703557066,153.02660007030002,2,30,4.4,Very Good,282,94,"Sushi, Japanese"
270,16589787,Alchemy Restaurant and Bar,Brisbane CBD,"175 Eagle Street, Brisbane CBD, Brisbane",Brisbane,-27.4664548661,153.0310709775,4,160,4.4,Very Good,449,171,"Contemporary, French"
271,16591109,Soul Bistro,Milton,"Shop 5, 16 Baroona Road, Milton, Brisbane",Brisbane,-27.4691827619,153.0032581464,3,60,4.4,Very Good,272,114,"Tapas, Fusion, Cafe Food"
272,17841425,Roti Place,Brisbane CBD,"42 Charlotte Street, Brisbane CBD, Brisbane",Brisbane,-27.4718412798,153.0259395763,3,60,4.4,Very Good,230,111,Malaysian
273,16594374,Billy Kart Kitchen,Annerley,"1 Eric Crescent, Annerley, Brisbane",Brisbane,-27.523862076,153.0293084309,2,50,4.4,Very Good,438,210,Modern Australian
274,16590279,Pane E Vino,Brisbane CBD,"124 Albert Street, Brisbane CBD, Brisbane",Brisbane,-27.4713302259,153.0265970528,3,80,4.4,Very Good,435,148,Italian
275,16590591,Pepe's Mexican Newmarket,Newmarket,"184 Enoggera Road, Newmarket, Brisbane",Brisbane,-27.436758975300002,153.0063832551,3,70,4.4,Very Good,460,204,"Mexican, Tex-Mex"
276,16592247,Deer Duck Bistro,Auchenflower,"396 Milton Road, Auchenflower, Brisbane",Brisbane,-27.473752505500002,152.9955722764,4,150,4.4,Very Good,296,176,"European, Modern Australian"
