,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Zip Code,Cuisines,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count
55,16576477,Purple Peanuts Japanese Cafe,CBD,"620 Collins Street, CBD, Melbourne",Melbourne,-37.8188464377,144.9545490369,3000,"Japanese, Sushi",2,40,4.6,Excellent,2146,491
56,16574121,Don Don,CBD,"198 Little Lonsdale Street, CBD, Melbourne",Melbourne,-37.8107603127,144.9635954574,3000,"Japanese, Asian",2,30,4.6,Excellent,3167,693
57,16575158,Yong Green Food,Fitzroy,"421 Brunswick Street, Fitzroy, Melbourne",Melbourne,-37.7943851114,144.9790513516,3065,"Asian, Vegan, Vegetarian",3,90,4.6,Excellent,1798,444
58,16582542,Ichi Ichi Ku,South Yarra,"119 Park Street, South Yarra, Melbourne",Melbourne,-37.8344464553,144.9821992591,3141,"Japanese, Sushi",3,80,4.6,Excellent,772,287
59,16581307,Tonka,CBD,"20 Duckboard, CBD, Melbourne",Melbourne,-37.8157052201,144.9714006856,3000,"Indian, Contemporary",4,145,4.6,Excellent,1170,444
60,16585319,Pastuso,CBD,"19 ACDC Lane, CBD, Melbourne",Melbourne,-37.8158421546,144.9710432813,3000,"Latin American, Peruvian",4,125,4.6,Excellent,997,441
61,16571931,Moroccan Soup Bar,Fitzroy North,"183 St Georges Road, Fitzroy North, Melbourne",Melbourne,-37.7848848031,144.9823538214,3068,"Middle Eastern, Moroccan, Vegetarian, Vegan",2,40,4.6,Excellent,2253,457
62,18235287,Amaru,Armadale,"Shop 5, 1121 High Street, Armadale, Melbourne",Melbourne,-37.8559715359,145.0249432772,,Contemporary,4,450,4.6,Excellent,331,126
63,16574218,BrimCC,CBD,"Shop 2, 601 Little Collins Street, CBD, Melbourne",Melbourne,-37.8178720389,144.9548001587,3000,Japanese,2,40,4.6,Excellent,791,208
64,16573049,Oasis,Hughesdale & Murrumbeena,"Shop 9, 993 North Road, Hughesdale & Murrumbeena, Melbourne",Melbourne,-37.9073917122,145.0701498985,3163,"Bakery, Middle Eastern, Cafe Food, Coffee and Tea",3,55,4.6,Excellent,1260,458
65,16570741,Añada,Fitzroy,"197 Gertrude Street, Fitzroy, Melbourne",Melbourne,-37.8060918933,144.9811686203,3065,"Spanish, Tapas",4,110,4.6,Excellent,1232,374
66,16571353,Flower Drum,CBD,"17 Market Lane, CBD, Melbourne",Melbourne,-37.8119273715,144.9692998454,3000,Chinese,4,200,4.6,Excellent,1190,391
67,16570811,Bar Lourinhã,CBD,"37 Little Collins Street, CBD, Melbourne",Melbourne,-37.8127039877,144.9724739045,3000,"Spanish, Tapas",4,120,4.6,Excellent,1483,274
68,16576185,Steer Dining Room,South Yarra,"15 Claremont Street, South Yarra, Melbourne",Melbourne,-37.8377081467,144.9936693907,3141,"Modern Australian, Steak",4,220,4.6,Excellent,1057,395
69,16571552,Il Solito Posto,CBD,"Basement, 113 Collins Street, CBD, Melbourne",Melbourne,-37.8149206895,144.9702775106,3000,Italian,4,110,4.6,Excellent,1171,287
